Date,Open,High,Low,Close,Adj Close,Volume
2013-07-22,8092.029785,8137.370117,8092.029785,8105.450195,8105.419434,1948400
2013-07-23,8152.720215,8220.889648,8145.089844,8214.650391,8214.618164,2607200
2013-07-24,8222.849609,8233.099609,8172.229980,8196.190430,8196.158203,2210200
2013-07-25,8173.189941,8203.490234,8140.410156,8163.580078,8163.549316,2044600
2013-07-26,8188.359863,8222.820313,8135.729980,8149.399902,8149.369141,1833800
2013-07-29,8146.140137,8163.890137,8074.290039,8084.500000,8084.469238,1566000
2013-07-30,8113.169922,8176.740234,8112.910156,8163.549805,8163.519043,1789200
2013-07-31,8163.439941,8170.569824,8107.600098,8107.939941,8107.909180,2083500
2013-08-01,8110.729980,8113.399902,8056.220215,8056.220215,8056.189453,2017200
2013-08-02,8114.509766,8162.910156,8087.100098,8099.879883,8099.849121,2267000
2013-08-05,8104.200195,8143.439941,8075.990234,8138.629883,8138.599121,1870100
2013-08-06,8129.850098,8129.850098,8028.930176,8038.910156,8038.879395,2093500
2013-08-07,7993.569824,7993.569824,7921.290039,7921.290039,7921.259766,2091200
2013-08-08,7910.200195,7932.350098,7894.180176,7907.669922,7907.639648,1950400
2013-08-09,7955.000000,7955.000000,7853.970215,7856.140137,7856.110352,2009000
2013-08-12,7878.220215,7908.680176,7862.040039,7903.379883,7903.349609,1668000
2013-08-13,7935.790039,7986.270020,7935.790039,7986.270020,7986.239258,1916200
2013-08-14,7978.740234,7981.560059,7926.229980,7951.330078,7951.299805,2004300
2013-08-15,7903.009766,7916.020020,7850.270020,7887.259766,7887.229492,2166600
2013-08-16,7854.680176,7949.430176,7850.490234,7925.000000,7924.969727,2037700
2013-08-19,7937.450195,7944.740234,7888.870117,7900.209961,7900.179688,1804300
2013-08-20,7896.379883,7924.520020,7829.779785,7832.649902,7832.620605,2051400
2013-08-22,7779.439941,7825.560059,7737.330078,7814.379883,7814.351074,2255900
2013-08-23,7863.729980,7895.129883,7845.919922,7873.310059,7873.280273,1946600
2013-08-26,7906.520020,7913.740234,7874.049805,7894.970215,7894.939941,1564000
2013-08-27,7875.930176,7895.229980,7820.839844,7820.839844,7820.810547,1852400
2013-08-28,7776.870117,7834.109863,7761.759766,7824.540039,7824.510742,1666200
2013-08-29,7841.990234,7931.049805,7841.990234,7917.660156,7917.629883,1754200
2013-08-30,7949.990234,8021.890137,7936.819824,8021.890137,8021.859375,2087800
2013-09-02,8010.149902,8052.709961,7993.129883,8038.859863,8038.829102,1807200
2013-09-03,8095.660156,8102.660156,8067.620117,8088.370117,8088.339355,2107400
2013-09-04,8066.669922,8094.120117,8041.490234,8083.439941,8083.409180,2034100
2013-09-05,8109.240234,8169.100098,8107.220215,8169.100098,8169.069336,2419300
2013-09-06,8180.529785,8182.560059,8155.500000,8164.200195,8164.169434,2418400
2013-09-09,8176.470215,8192.110352,8117.870117,8192.110352,8192.078125,2156500
2013-09-10,8217.209961,8238.910156,8155.870117,8208.769531,8208.737305,2388600
2013-09-11,8174.540039,8208.990234,8137.069824,8208.990234,8208.958008,2169100
2013-09-12,8180.379883,8226.610352,8177.029785,8225.360352,8225.328125,2168200
2013-09-13,8210.150391,8228.669922,8162.140137,8168.200195,8168.169434,1606400
2013-09-16,8189.609863,8255.339844,8189.609863,8255.339844,8255.307617,1894800
2013-09-17,8241.030273,8249.780273,8218.940430,8249.780273,8249.748047,1632500
2013-09-18,8248.179688,8263.049805,8209.179688,8209.179688,8209.147461,1853300
2013-09-23,8226.799805,8293.030273,8221.339844,8292.830078,8292.797852,2274900
2013-09-24,8295.500000,8310.940430,8265.549805,8299.120117,8299.087891,2283200
2013-09-25,8283.599609,8285.280273,8253.429688,8283.900391,8283.868164,2257100
2013-09-26,8290.099609,8290.099609,8184.680176,8184.680176,8184.649414,2068800
2013-09-27,8222.129883,8244.860352,8207.719727,8230.679688,8230.647461,2154900
2013-09-30,8174.859863,8204.400391,8137.109863,8173.870117,8173.839355,1885800
2013-10-01,8173.990234,8222.379883,8172.790039,8187.020020,8186.989258,2001300
2013-10-02,8215.959961,8228.809570,8204.339844,8216.519531,8216.487305,2471200
2013-10-03,8231.679688,8376.790039,8231.679688,8359.019531,8358.987305,3252800
